         FINAL PRE-CLEARING PRICES AS OF 02/10/20 06:00 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE     EST.VOL       SETT         VOL         INT
0CJ TEST PLATINUM
JUN20    1021.3    1021.3    1021.3    1021.3      ----    ----          10       ----
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    10
0UL TEST EUA FUTURE
JUN20     .0025     .0025     .0025     .0025      ----    ----          10       ----
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    10
1CE Chicago Ethanol (Platts) Calendar Spread Option -
1800       .070      .070      .042      .049A     .046   -.056         453       .102           1         174
1850       .039      .043      .027      .031A     .028   -.045         480       .073           8         351
1900       .027      .027      .016      .018B     .017   -.033         299       .050          26        1019
1950       .016      .016      .009      .010B     .010   -.023         130       .033         155        1578
2000       .009      .010      .005      .006A     .006   -.015          63       .021         159        2732
2050       .004      .004      .003      .003      .003   -.010           9       .013          19        3265
2100       .003      .003      .002      .002      .002   -.006          21       .008         215        1592
2150       .002      .002      .001      .001      .001   -.003          15       .004                     480
2200       .001      .001      .001      .001      .001   -.002          10       .003                     986
2250       ----      ----      .001A     .001A     .001   -.001                   .002           2        4263
2300       ----      ----      ----      ----      .001    UNCH                   .001           6        1454
2350       .001      .001      .001      .001      .001    UNCH          10       .001                     365
2400       ----      ----      ----      ----      .001    UNCH                   .001                    2235
2450       ----      ----      ----      ----      .001    UNCH                   .001                    1160
2500       ----      ----      ----      ----      .001    UNCH                   .001                    7389
2550       ----      ----      ----      ----      .001    UNCH                   .001                     413
2600       ----      ----      ----      ----      .001    UNCH                   .001                     727
2650       ----      ----      ----      ----      .001    UNCH                   .001                     871
2700       ----      ----      ----      ----      .001    UNCH                   .001                    2143
2750       ----      ----      ----      ----      .001    UNCH                   .001                    3315
2800       ----      ----      ----      ----      .001    UNCH                   .001                     346
2850       ----      ----      ----      ----      .001    UNCH                   .001                      25
2900       ----      ----      ----      ----      .001    UNCH                   .001                    1151
2950       ----      ----      ----      ----      .001    UNCH                   .001                     820
3000       ----      ----      ----      ----      .001    UNCH                   .001                     751
3050       ----      ----      ----      ----      .001    UNCH                   .001                      16
3100       ----      ----      ----      ----      .001    UNCH                   .001                    1684
3150       ----      ----      ----      ----      .001    UNCH                   .001                     335
3200       ----      ----      ----      ----      .001    UNCH                   .001                      67
3250       ----      ----      ----      ----      .001    UNCH                   .001                     327
3300       ----      ----      ----      ----      .001    UNCH                   .001                     122
3350       ----      ----      ----      ----      .001    UNCH                   .001                      44
3400       ----      ----      ----      ----      .001    UNCH                   .001                    1154
3450       ----      ----      ----      ----      .001    UNCH                   .001                      52
3500       ----      ----      ----      ----      .001    UNCH                   .001                     643
3550       ----      ----      ----      ----      .001    UNCH                   .001                     117
3600       ----      ----      ----      ----      .001    UNCH                   .001                     147
3650       ----      ----      ----      ----      .001    UNCH                   .001                      85
3700       ----      ----      ----      ----      .001    UNCH                   .001                       7
3750       ----      ----      ----      ----      .001    UNCH                   .001                     150
3800       ----      ----      ----      ----      .001    UNCH                   .001                     103
3900       ----      ----      ----      ----      .001    UNCH                   .001                      79
3950       ----      ----      ----      ----      .001    UNCH                   .001                      88
4000       ----      ----      ----      ----      .001    UNCH                   .001                     342
4100       ----      ----      ----      ----      .001    UNCH                   .001                      50
4150       ----      ----      ----      ----      .001    UNCH                   .001                     150
4200       ----      ----      ----      ----      .001    UNCH                   .001                      56
4250       ----      ----      ----      ----      .001    UNCH                   .001                     176
4300       ----      ----      ----      ----      .001    UNCH                   .001                      48
4400       ----      ----      ----      ----      .001    UNCH                   .001                     149
4450       ----      ----      ----      ----      .001    UNCH                   .001                      36
4500       ----      ----      ----      ----      .001    UNCH                   .001                     182
4550       ----      ----      ----      ----      .001    UNCH                   .001                      17
4600       ----      ----      ----      ----      .001    UNCH                   .001                       2
4700       ----      ----      ----      ----      .001    UNCH                   .001                      29
4750       ----      ----      ----      ----      .001    UNCH                   .001                      72
4800       ----      ----      ----      ----      .001    UNCH                   .001                       8
4850       ----      ----      ----      ----      .001    UNCH                   .001                      70
4950       ----      ----      ----      ----      .001    UNCH                   .001                       4
5000       ----      ----      ----      ----      .001    UNCH                   .001                     669
5250       ----      ----      ----      ----      .001    UNCH                   .001                      16
5500       ----      ----      ----      ----      .001    UNCH                   .001                      57
5750       ----      ----      ----      ----      .001    UNCH                   .001                      44
6000       ----      ----      ----      ----      .001    UNCH                   .001                      93
6250       ----      ----      ----      ----      .001    UNCH                   .001                      60
6500       ----      ----      ----      ----      .001    UNCH                   .001                      22
6750       ----      ----      ----      ----      .001    UNCH                   .001                       5
7000       ----      ----      ----      ----      .001    UNCH                   .001                       5
7250       ----      ----      ----      ----      .001    UNCH                   .001                      10
7500       ----      ----      ----      ----      .001    UNCH                   .001                      78
ON APR20 Henry Hub Natural Gas Option CALL
1500       ----      ----      .312A     .321A     .317   -.082                   .399           1           3
1550       ----      ----      .267A     .275A     .272   -.079                   .351           1           1
1600       ----      ----      .224A     .233A     .229   -.076                   .305           1           3
1650       ----      ----      .184A     .192A     .189   -.072                   .261           1           1
1700       ----      ----      .148A     .155A     .152   -.067                   .219           1           3
1750       ----      ----      .116A     .122A     .120   -.060                   .180           1           1
1800       .100      .100      .088A     .093A     .091   -.054          78       .145           1           8
1850       .085      .085      .065      .070A     .067   -.047          28       .114           6          73
1900       .060      .060      .047      .051      .049   -.039         187       .088          13         295
1950       .044      .044      .034A     .037B     .035   -.031           8       .066           5         553
2000       .032      .034      .024A     .026B     .025   -.024         118       .049          21         180
2050       .022      .022      .016      .018B     .017   -.019         148       .036           6         387
2100       .015      .015      .012      .012      .012   -.014           8       .026           4         734
2150       .012      .012      .009      .009      .008   -.011          26       .019           3         480
2200       .008      .008      .006A     .007      .006   -.008          46       .014          19         421
2250       .005      .005      .005      .005      .004   -.006           1       .010                     324
2300       .005      .005      .004A     .004A     .003   -.004           1       .007           1         394
2350       .003      .003      .003      .003      .003   -.003           2       .006           1         400
2400       ----      ----      .003A     .003A     .002   -.002                   .004           1         190
2450       ----      ----      .002A     .002A     .002   -.001                   .003                      48
2500       .002      .002      .002      .002      .001   -.002          10       .003          50         516
2550       ----      ----      ----      ----      .001   -.001                   .002                     452
2600       .001      .001      .001      .001      .001   -.001          10       .002                      66
2650       ----      ----      ----      ----      .001   -.001                   .002                      94
2700       .001      .001      .001      .001      .001    UNCH          10       .001                      69
2750       ----      ----      ----      ----      .001    UNCH                   .001                     197
2800       ----      ----      ----      ----      .001    UNCH                   .001                      14
2850       ----      ----      ----      ----      .001    UNCH                   .001                     279
2900       ----      ----      ----      ----      .001    UNCH                   .001                      42
2950       ----      ----      ----      ----      .001    UNCH                   .001                      30
3000       ----      ----      ----      ----      .001    UNCH                   .001                     222
3100       ----      ----      ----      ----      .001    UNCH                   .001                       1
3150       ----      ----      ----      ----      .001    UNCH                   .001                      15
3250       ----      ----      ----      ----      .001    UNCH                   .001                     128
3300       ----      ----      ----      ----      .001    UNCH                   .001                      60
3400       ----      ----      ----      ----      .001    UNCH                   .001                       2
3450       ----      ----      ----      ----      .001    UNCH                   .001                       1
3700       ----      ----      ----      ----      .001    UNCH                   .001                      30
4300       ----      ----      ----      ----      .001    UNCH                   .001                       4
4500       ----      ----      ----      ----      .001    UNCH                   .001                      10
5000       ----      ----      ----      ----      .001    UNCH                   .001                      12
ON MAY20 Henry Hub Natural Gas Option CALL
1750       ----      ----      .178A     .184A     .182   -.059                   .241                      45
1850       .121      .124B     .117A     .123A     .121   -.049           3       .170                       1
1900       .100      .105      .093A     .098A     .096   -.044          54       .140                      25
1950       .078      .087      .073A     .076A     .075   -.038           6       .113         105         132
2000       ----      ----      .056A     .059A     .058   -.031           1       .089                      98
2050       .047      .048B     .042A     .045B     .044   -.026           1       .070          20          20
2100       .032      .033B     .032      .033B     .033   -.020           2       .053           1         151
2150       ----      ----      .023A     .025B     .025   -.015                   .040           5           8
2200       ----      ----      .018A     .018A     .018   -.012                   .030           1         243
2250       .014      .014      .013A     .013A     .013   -.009           5       .022                     141
2300       .010      .011      .010      .010A     .010   -.007           2       .017                     122
2350       ----      ----      .008A     .008A     .008   -.004                   .012                     287
2400       ----      ----      .006A     .006A     .006   -.003                   .009                     301
2450       .005      .005      .005      .005      .005   -.002           1       .007                     593
2500       .004      .004      .004      .004      .004   -.001           1       .005                     192
2550       ----      ----      .003A     .003A     .003   -.001                   .004                      69
2600       ----      ----      ----      ----      .002   -.001                   .003                      18
2650       .002      .002      .002      .002      .002   -.001           5       .003                       1
2700       ----      ----      ----      ----      .002    UNCH                   .002                     121
2750       ----      ----      ----      ----      .002    UNCH                   .002                     227
2800       ----      ----      ----      ----      .001   -.001                   .002                       1
2850       ----      ----      ----      ----      .001    UNCH                   .001                      11
2950       ----      ----      ----      ----      .001    UNCH                   .001                       7
3000       ----      ----      ----      ----      .001    UNCH                   .001                      16
3100       ----      ----      ----      ----      .001    UNCH                   .001                       2
3150       ----      ----      ----      ----      .001    UNCH                   .001                      10
3200       ----      ----      ----      ----      .001    UNCH                   .001                       2
3500       ----      ----      ----      ----      .001    UNCH                   .001                       2
3550       ----      ----      ----      ----      .001    UNCH                   .001                       8
ON JUN20 Henry Hub Natural Gas Option CALL
2000       .100      .102B     .093A     .097B     .095   -.037           1       .132          83         181
2050       ----      ----      .074A     .077B     .075   -.032                   .107                     144
2100       ----      ----      .058A     .060B     .059   -.027                   .086                     106
2150       .049      .049      .044A     .046B     .046   -.022         147       .068                       2
2200       .037      .037      .033      .035B     .035   -.018         165       .053          10         169
2250       ----      ----      .025A     .026B     .026   -.015                   .041          15          25
2300       ----      ----      .019A     .019A     .020   -.011                   .031                     130
2350       ----      ----      .015A     .015A     .015   -.008                   .023                      92
2400       ----      ----      .011A     .011A     .011   -.006                   .017                      46
2450       ----      ----      .008A     .008A     .009   -.004                   .013                      89
2500       ----      ----      .007A     .007A     .007   -.003                   .010                      17
2550       ----      ----      .005A     .005A     .005   -.003                   .008                      17
2600       .005      .005      .005      .005      .004   -.002           1       .006                      22
2650       ----      ----      .004A     .004A     .003   -.002                   .005                       1
2700       ----      ----      .003A     .003A     .003   -.001                   .004                      15
2750       .003      .003      .003      .003      .002   -.001           5       .003                     246
2800       ----      ----      .002A     .002A     .002   -.001                   .003                     116
2850       ----      ----      ----      ----      .002    UNCH                   .002                      15
2900       ----      ----      ----      ----      .001   -.001                   .002                       2
2950       ----      ----      ----      ----      .001   -.001                   .002                      10
3000       .002      .002      .002      .002      .001    UNCH           5       .001                     108
3050       .001      .001      .001      .001      .001    UNCH          10       .001                     154
3100       ----      ----      ----      ----      .001    UNCH                   .001                      77
3250       ----      ----      ----      ----      .001    UNCH                   .001                      10
3300       ----      ----      ----      ----      .001    UNCH                   .001                       1
ON JLY20 Henry Hub Natural Gas Option CALL
2100       ----      ----      .097A     .100B     .099   -.032                   .131          30         259
2150       ----      ----      .078A     .080B     .080   -.028                   .108                      70
2200       .063      .065      .062      .064      .064   -.025          15       .089           5         149
2300       .039      .039      .039      .039      .040   -.017           5       .057           5          41
2350       ----      ----      .030A     .030A     .031   -.014                   .045                       7
2400       .026      .026      .023      .024B     .024   -.011          10       .035                      66
2450       .018      .018      .018      .018      .018   -.009          15       .027                      16
2500       .015      .015      .014      .014      .014   -.007           9       .021                      40
2550       ----      ----      .012A     .012A     .011   -.005                   .016                       3
2600       ----      ----      .009A     .009A     .009   -.004                   .013           1           7
2650       ----      ----      .008A     .008A     .007   -.003                   .010                       5
2700       .007      .007      .006A     .007      .005   -.003           6       .008                      51
2750       ----      ----      .005A     .005A     .004   -.003                   .007                      10
2800       ----      ----      .004A     .004A     .003   -.002                   .005                      14
2850       ----      ----      .004A     .004A     .003   -.002                   .005                       1
2900       ----      ----      .003A     .003A     .002   -.002                   .004                      50
3000       .002      .002      .002      .002      .002   -.001          10       .003                      11
3050       ----      ----      ----      ----      .002    UNCH                   .002                      25
3100       ----      ----      ----      ----      .001   -.001                   .002                      27
3150       ----      ----      ----      ----      .001   -.001                   .002                      25
3200       ----      ----      ----      ----      .001   -.001                   .002                      25
3500       ----      ----      ----      ----      .001    UNCH                   .001                      49
3650       ----      ----      ----      ----      .001    UNCH                   .001                      10
ON AUG20 Henry Hub Natural Gas Option CALL
1900       ----      ----      .237A     .239B     .241   -.045                   .286                       1
2100       ----      ----      .125A     .127B     .128   -.032                   .160                      15
2150       ----      ----      .104A     .106B     .106   -.029                   .135                      15
2250       .070      .071B     .070      .071B     .071   -.022          16       .093                      15
2300       ----      ----      .057A     .057A     .058   -.018                   .076                      64
2350       ----      ----      .046A     .046A     .046   -.016                   .062                     112
2400       ----      ----      .037A     .037A     .037   -.013                   .050                      35
2450       ----      ----      .029A     .029A     .029   -.011                   .040                      15
2500       .023      .023      .023      .023      .023   -.008          60       .031                      74
2550       ----      ----      .019A     .019A     .018   -.007                   .025                       2
2600       ----      ----      .016A     .016A     .015   -.005                   .020                      71
2750       ----      ----      .009A     .009A     .008   -.002                   .010                      26
2800       ----      ----      .007A     .007A     .006   -.003                   .009                      16
2850       ----      ----      .006A     .006A     .005   -.002                   .007                       2
2900       ----      ----      .005A     .005A     .005   -.001                   .006                      35
3000       ----      ----      ----      ----      .003   -.001                   .004                     715
3050       .003      .003      .003      .003      .003    ----          10       ----
3100       ----      ----      ----      ----      .003    UNCH                   .003                      60
3150       ----      ----      ----      ----      .002   -.001                   .003                      35
3200       ----      ----      ----      ----      .002    UNCH                   .002                      10
3350       ----      ----      ----      ----      .001   -.001                   .002                       1
ON SEP20 Henry Hub Natural Gas Option CALL
2050       .168      .168      .161A     .164B     .165    ----          30       ----
2100       ----      ----      .138A     .139B     .141   -.029                   .170                       1
2150       ----      ----      .116A     .117B     .118   -.027                   .145                       2
2300       ----      ----      .067A     .067A     .067   -.018                   .085                       4
2350       ----      ----      .054A     .054A     .055   -.015                   .070                      23
2400       ----      ----      .044A     .044A     .045   -.012                   .057                      10
2450       ----      ----      .035A     .035A     .036   -.010                   .046                      31
2500       ----      ----      .029A     .029A     .029   -.008                   .037                     138
2600       ----      ----      .019A     .019A     .018   -.005                   .023                      15
2650       ----      ----      .016A     .016A     .015   -.004                   .019                      10
2800       ----      ----      .009A     .009A     .008   -.002                   .010                      16
2850       ----      ----      .008A     .008A     .006   -.003                   .009                      15
2900       ----      ----      ----      ----      .005   -.002                   .007                      87
3000       ----      ----      ----      ----      .004   -.001                   .005                       6
3100       ----      ----      ----      ----      .003   -.001                   .004                    2774
3400       ----      ----      ----      ----      .001   -.001                   .002                    2774
ON OCT20 Henry Hub Natural Gas Option CALL
2150       ----      ----      .145A     .147B     .148   -.028                   .176                       7
2200       .125      .125      .124A     .125B     .127    ----          10       ----
2250       ----      ----      .105A     .105A     .107   -.022                   .129                       3
2300       ----      ----      .088A     .088A     .090   -.019                   .109                       2
2350       ----      ----      .074A     .074A     .075   -.017                   .092                      31
2400       .066      .066      .061A     .061A     .063   -.013           1       .076                      22
2450       ----      ----      .051A     .051A     .052   -.011                   .063                       4
2500       ----      ----      .042A     .042A     .042   -.010                   .052                     100
2600       ----      ----      .029A     .029A     .028   -.007                   .035          10          42
2700       ----      ----      .020A     .020A     .019   -.005                   .024                     169
2800       ----      ----      .014A     .014A     .013   -.003                   .016                      21
2850       ----      ----      .012A     .012A     .011   -.002                   .013                      13
2900       .010      .010      .010      .010      .009    ----           2       ----
3000       ----      ----      ----      ----      .006   -.002                   .008                     171
ON NOV20 Henry Hub Natural Gas Option CALL
2150       ----      ----      .244A     .244A     .240   -.020                   .260                      18
2250       ----      ----      .187A     .187A     .191   -.017                   .208                       7
2300       ----      ----      .165A     .167B     .170   -.015                   .185                       3
2350       .146      .148B     .146      .148B     .151   -.014          18       .165                       7
2400       ----      ----      .130A     .131B     .134   -.012                   .146                       4
2450       ----      ----      .115A     .115A     .119   -.010                   .129                      18
2500       ----      ----      .101A     .102B     .105   -.009                   .114                      77
2550       ----      ----      .089A     .089A     .092   -.009                   .101                       4
2600       ----      ----      .079A     .079A     .082   -.007                   .089                       3
2800       ----      ----      .048A     .048A     .049   -.004                   .053                       1
3000       ----      ----      .029A     .029A     .030   -.002                   .032                       1
ON DEC20 Henry Hub Natural Gas Option CALL
2450       ----      ----      ----      ----      .240   -.006                   .246                      13
2500       ----      ----      ----      ----      .221   -.005                   .226                      20
2550       ----      ----      ----      ----      .203   -.005                   .208                       9
2600       ----      ----      ----      ----      .187   -.004                   .191                       6
2700       ----      ----      ----      ----      .159   -.003                   .162                       8
2750       ----      ----      ----      ----      .147   -.002                   .149                      91
2800       ----      ----      .131A     .133B     .136   -.001                   .137                     188
3000       ----      ----      .097A     .098B     .101   +.001                   .100                       1
3200       ----      ----      ----      ----      .076   +.002                   .074                       1
ON JAN21 Henry Hub Natural Gas Option CALL
2700       ----      ----      .240A     .243B     .249   -.001                   .250                      14
2850       .203      .204B     .203      .204B     .210    UNCH          23       .210                       9
2900       ----      ----      .192A     .193B     .199    UNCH                   .199                       5
3050       ----      ----      .164A     .164A     .171   +.002                   .169                      82
3100       ----      ----      .156A     .156A     .162   +.002                   .160                      51
ON FEB21 Henry Hub Natural Gas Option CALL
2850       ----      ----      .225A     .225A     .230   -.002           1       .232                      13
2900       .217      .217      .216A     .216A     .219    ----          33       ----
3000       ----      ----      .196A     .196A     .199   -.002           1       .201                      20
3100       ----      ----      .179A     .179A     .182   -.001                   .183                      72
ON MAR21 Henry Hub Natural Gas Option CALL
2200       ----      ----      ----      ----      .425   -.014                   .439
2600       ----      ----      .282A     .282A     .279   -.009                   .288                     200
2850       .218      .218      .218      .218      .222   -.006          43       .228           3          18
3000       ----      ----      .196A     .196A     .195   -.005                   .200           5           5
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                  2958                   1027       68691
ON MAR20 Henry Hub Natural Gas Option PUT
1200       ----      ----      ----      ----      .001    UNCH                   .001                       2
1250       ----      ----      ----      ----      .002   +.001                   .001                     250
1300       ----      .002B     ----      .002B     .002   +.001                   .001                      86
1350       .002      .002      .002      .002      .003   +.002           1       .001                      55
1400       ----      .003B     ----      .003B     .004   +.002                   .002         250         850
1450       .002      .005      .002      .005      .005   +.003          27       .002                       6
1500       .005      .007      .005      .007      .007   +.004         773       .003                      86
1550       .008      .009      .007      .009      .009   +.004          39       .005                     503
1600       .010      .014      .009      .014      .014   +.007         572       .007           4        1281
1650       .013      .022B     .013      .022B     .021   +.010         222       .011          27         863
1700       .020      .035B     .020      .035B     .034   +.016         584       .018         112        2697
1750       .042      .056      .042      .053B     .054   +.025         330       .029          51        4831
1800       .054      .082B     .054      .078      .080   +.036         677       .044         405        4853
1850       .089      .115      .089      .109B     .112   +.047         131       .065         353        3322
1900       .151      .154B     .143A     .148B     .151   +.059          96       .092          25        1656
1950       ----      .197B     ----      .190B     .194   +.069           2       .125           2        1996
2000       .221      .244B     .213A     .236B     .239   +.076         288       .163         314        1056
2050       ----      .292B     ----      .284B     .287   +.082           3       .205           1         363
2100       .339      .341B     .325A     .332B     .336   +.087           9       .249           1         842
2150       ----      .389B     ----      .381B     .385   +.089                   .296           2        1886
2200       .439      .439      .424A     .430B     .435   +.091           3       .344                    2226
2250       ----      .489B     ----      .480B     .484   +.091                   .393           2         236
2300       .531      .538B     .524A     .530B     .534   +.091           1       .443                     525
2350       .581      .588B     .574A     .580B     .584   +.092           1       .492                      77
2400       ----      .638B     ----      .630B     .634   +.092                   .542                     186
2450       ----      .688B     ----      .679B     .684   +.092                   .592                     470
2500       ----      .738B     ----      .729B     .734   +.092                   .642                     183
2550       ----      .788B     ----      .779B     .784   +.092                   .692                      70
2600       ----      .838B     ----      .829B     .834   +.092                   .742                     585
2650       ----      .888B     ----      .879B     .884   +.092                   .792                      32
2700       ----      .938B     ----      .929B     .934   +.092                   .842                      15
2750       ----      .988B     ----      .979B     .984   +.092                   .892                      21
2800       ----     1.038B     ----     1.029B    1.034   +.092                   .942
2950       ----     1.188B     ----     1.179B    1.184   +.092                  1.092
3000       ----     1.238B     ----     1.229B    1.234   +.092                  1.142                      22
3050       ----     1.288B     ----     1.279B    1.284   +.092                  1.192                       1
3150       ----     1.388B     ----     1.379B    1.384   +.092                  1.292
3200       ----     1.438B     ----     1.429B    1.434   +.092                  1.342
3300       ----     1.538B     ----     1.529B    1.534   +.092                  1.442                       1
3500       ----     1.738B     ----     1.729B    1.734   +.092                  1.642                       1
3650       ----     1.888B     ----     1.879B    1.884   +.092                  1.792                       1
3750       ----     1.988B     ----     1.979B    1.984   +.092                  1.892                       1
3800       ----     2.038B     ----     2.029B    2.034   +.092                  1.942
3900       ----     2.138B     ----     2.129B    2.134   +.092                  2.042                       1
3950       ----     2.188B     ----     2.179B    2.184   +.092                  2.092
4000       ----     2.238B     ----     2.229B    2.234   +.092                  2.142                       1
4200       ----     2.438B     ----     2.429B    2.434   +.092                  2.342
4350       ----     2.588B     ----     2.579B    2.584   +.092                  2.492
4400       ----     2.638B     ----     2.629B    2.634   +.092                  2.542                       1
4750       ----     2.988B     ----     2.979B    2.984   +.092                  2.892
4850       ----     3.088B     ----     3.079B    3.084   +.092                  2.992
6500       ----     4.738B     ----     4.729B    4.734   +.092                  4.642
6750       ----     4.988B     ----     4.979B    4.984   +.092                  4.892                       1
ON APR20 Henry Hub Natural Gas Option PUT
1200       ----      .002B     ----      .002B     .002   +.001                   .001                       2
1250       ----      .003B     ----      .003B     .003   +.001                   .002                       7
1300       ----      .004B     ----      .004B     .004   +.002           1       .002                       1
1350       ----      .005B     ----      .005B     .005   +.002                   .003                       2
1400       ----      .007B     ----      .007B     .007   +.003                   .004                     328
1450       ----      .010B     ----      .010B     .010   +.005          15       .005                      22
1500       .011      .013      .011      .013      .013   +.006         158       .007           1        1031
1550       ----      .018B     ----      .018B     .018   +.008                   .010           1         482
1600       .020      .025      .020      .025      .025   +.011          74       .014                     456
1650       .028      .035B     .027A     .035B     .035   +.015          77       .020           2         277
1700       .038      .050      .037A     .048B     .048   +.020         228       .028                     287
1750       .051      .067B     .051      .065B     .066   +.027          33       .039           1        1327
1800       .069      .089B     .069      .086B     .087   +.034         238       .053          12         583
1850       .099      .117B     .099      .112B     .113   +.041          21       .072           7         624
1900       .131      .148B     .127A     .143B     .145   +.049           2       .096          22         165
1950       .183      .184B     .176A     .178B     .181   +.057          26       .124           2         340
2000       .200      .224B     .200      .218B     .220   +.063           1       .157          29         239
2050       ----      .267B     ----      .260B     .263   +.069           1       .194           2          69
2100       ----      .312B     ----      .305B     .307   +.073                   .234           4         437
2150       ----      .359B     ----      .351B     .354   +.078                   .276           1         109
2200       ----      .407B     ----      .399B     .402   +.081                   .321           1         335
2250       ----      .455B     ----      .447B     .450   +.083                   .367           1          31
2300       ----      .504B     ----      .496B     .499   +.084                   .415           1         553
2350       ----      .552B     ----      .544B     .548   +.085                   .463                     130
2400       ----      .601B     ----      .593B     .597   +.085                   .512                      17
2500       ----      .700B     ----      .692B     .697   +.087                   .610                       2
2650       ----      .849B     ----      .842B     .846   +.087                   .759                       1
2700       ----      .899B     ----      .892B     .896   +.087                   .809                       1
2900       ----     1.099B     ----     1.091B    1.096   +.088                  1.008
3000       ----     1.199B     ----     1.191B    1.196   +.088                  1.108                       1
ON MAY20 Henry Hub Natural Gas Option PUT
1200       ----      .003B     ----      .003B     .003   +.001                   .002                       1
1300       ----      .005B     ----      .005B     .005   +.002                   .003                     412
1350       ----      .007B     ----      .007B     .007   +.003                   .004           1          17
1400       .007      .010      .007      .010      .009   +.004          89       .005                      27
1450       ----      .013B     ----      .013B     .012   +.005                   .007                      20
1500       ----      .017B     ----      .017B     .016   +.007         312       .009          40         400
1550       .022      .022      .022      .022      .021   +.009         654       .012                      58
1600       .026      .030      .026      .030      .028   +.011          12       .017                      33
1650       ----      .038B     ----      .038B     .037   +.014                   .023                      46
1700       .042      .049B     .040A     .049B     .049   +.018         119       .031         148         409
1750       .054      .064B     .054      .064B     .063   +.022         333       .041          55         506
1800       ----      .082B     ----      .081B     .081   +.028                   .053                     148
1850       .102      .103B     .100A     .102B     .102   +.033           1       .069                     106
1900       ----      .128B     ----      .127B     .127   +.038          50       .089                     256
1950       ----      .157B     ----      .156B     .156   +.044                   .112          85         123
2000       .173      .190B     .171A     .188B     .188   +.050           2       .138           2         158
2050       ----      .226B     ----      .223B     .224   +.056                   .168                     124
2100       ----      .265B     ----      .262B     .263   +.061                   .202                     126
2150       ----      .307B     ----      .303B     .305   +.066                   .239                      43
2200       ----      .350B     ----      .346B     .348   +.070                   .278                     115
2250       ----      .396B     ----      .392B     .393   +.072                   .321                      69
2300       ----      .443B     ----      .438B     .440   +.075                   .365                       4
2350       ----      .490B     ----      .486B     .487   +.077                   .410                      50
2400       ----      .539B     ----      .534B     .536   +.079                   .457                      81
2500       ----      .636B     ----      .632B     .633   +.080                   .553                       3
2550       ----      .684B     ----      .680B     .683   +.081                   .602                       1
2700       ----      .833B     ----      .829B     .832   +.082                   .750                      10
3000       ----     1.132B     ----     1.128B    1.131   +.082                  1.049                      16
3150       ----     1.282B     ----     1.278A    1.281   +.082                  1.199                       5
900        ----      ----      ----      ----      .001    UNCH                   .001                       4
ON JUN20 Henry Hub Natural Gas Option PUT
1300       ----      ----      ----      ----      .006    ----           2       ----
1450       ----      .013B     ----      .013B     .013   +.006                   .007                      69
1500       ----      .016B     ----      .016B     .017   +.008           1       .009                       4
1550       ----      .021B     ----      .021B     .021   +.009                   .012                     148
1600       .029      .029      .029      .029      .027   +.010           1       .017                      56
1650       ----      .035B     ----      .035B     .035   +.013                   .022          25          25
1700       ----      .045B     ----      .044A     .045   +.016          37       .029                      38
1750       .050      .057B     .050      .056A     .057   +.019           6       .038                       3
1800       .062      .072      .062      .071B     .071   +.023         108       .048          15          17
1850       ----      .089B     ----      .088B     .088   +.026          36       .062                      42
1950       .130      .132B     .130      .132B     .131   +.035           1       .096                      72
2000       .141      .160B     .141      .158B     .158   +.041           2       .117          67         175
2050       ----      .190B     ----      .188B     .188   +.046                   .142                     234
2100       ----      .223B     ----      .220B     .221   +.050                   .171                      90
2150       ----      .260B     ----      .257B     .258   +.056                   .202                       7
2200       ----      .299B     ----      .295B     .297   +.060                   .237                       6
2250       ----      .340B     ----      .336B     .338   +.063                   .275                       6
